genome, generations, best_error, diversity, avg_size, time_taken, found_solution
[-1 / x x *], 300, 7524, 0.002, 0.005, 320750.059652, false
[x x * / -], 300, 7524, 0.002, 0.005, 589871.201568, false
[x x * x +], 300, 7481, 0.002, 0.005, 311406.586282, false
[x x * - /], 300, 7524, 0.002, 0.005, 562337.860611, false
[x x * x *], 300, 5784, 0.002, 0.005, 580986.613123, false
[x x x x *], 300, 7524, 0.002, 0.005, 572652.821309, false
[/ x - x *], 300, 7524, 0.002, 0.005, 569855.691642, false
[* x x * *], 300, 7524, 0.002, 0.005, 580623.966806, false
[x x x * +], 300, 7481, 0.002, 0.005, 590011.603676, false
[1 x x * +], 300, 7518, 0.002, 0.005, 711782.241118, false
[x / - x *], 300, 7524, 0.002, 0.005, 719793.726903, false
[x x x + *], 300, 7241, 0.002, 0.005, 734643.524, false
[x x x + *], 300, 7241, 0.002, 0.005, 731552.353762, false
[+ + x x *], 300, 7524, 0.002, 0.005, 721567.420636, false
[x x 1 + *], 300, 7481, 0.002, 0.005, 716376.443884, false
[x - x * -], 300, 7524, 0.002, 0.005, 708559.463667, false
[x x * 1 +], 300, 7518, 0.002, 0.005, 721188.902131, false
[x 0 x x *], 300, 7524, 0.002, 0.005, 744550.544749, false
[1 + x x *], 300, 7524, 0.002, 0.005, 757045.195352, false
[+ x x x *], 300, 7524, 0.002, 0.005, 767025.81473, false
[x x x x *], 300, 7524, 0.002, 0.005, 734563.614367, false
[-1 x x x *], 300, 7524, 0.002, 0.005, 750664.42631, false
